NETWORK,station,LOC_NAME,CHANNEL,DATE,FILENAME
IT,SAC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SAC..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MOV,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MOV..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,PTV,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PTV..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,SAC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SAC..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MRN,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MRN..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,PTV,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PTV..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,SAC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SAC..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MRN,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MRN..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,PTV,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PTV..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,SDF,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SDF..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MRN,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MRN..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,PVC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PVC..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,SDF,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SDF..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MRNO,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MRNO..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,PVC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PVC..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,SDF,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SDF..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MRNO,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MRNO..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,PVC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PVC..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,SDV,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SDV..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,MRNO,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MRNO..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,REA,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.REA..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,SDV,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SDV..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,REA,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.REA..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MTVA,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MTVA..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,SDV,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SDV..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,REA,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.REA..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MTVA,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MTVA..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,RONS,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RONS..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MTVA,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MTVA..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,SEM,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SEM..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,RONS,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RONS..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,NVL,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.NVL..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,SEM,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SEM..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,NVL,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.NVL..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,RONS,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RONS..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,SEM,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SEM..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,NVL,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.NVL..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,RST,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RST..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,OVAR,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.OVAR..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,SGVC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SGVC..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,RST,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RST..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,OVAR,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.OVAR..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,RST,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RST..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,TLM2,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TLM2..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,RVST,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RVST..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,SGVC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SGVC..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,TLM2,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TLM2..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,RVST,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RVST..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,TRA,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TRA..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,RVST,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.RVST..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,SGVC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SGVC..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,TRA,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TRA..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,ADRI,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.ADRI..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,SLOB,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SLOB..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,ADRI,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.ADRI..EHN__20240619T000000Z__20240620T000000Z.mseed
OX,ADRI,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.ADRI..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,TRA,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TRA..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,SLOB,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SLOB..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,AFL,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.AFL..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,TRTO,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TRTO..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,AFL,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.AFL..EHN__20240619T000000Z__20240620T000000Z.mseed
OX,AFL,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.AFL..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,TRTO,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TRTO..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,AGOR,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.AGOR..HHE__20240619T000000Z__20240620T000000Z.mseed
IT,SLOB,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SLOB..HNZ__20240619T000000Z__20240620T000000Z.mseed
OX,APGO,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.APGO..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,TRTO,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TRTO..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,SON,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SON..HGE__20240619T000000Z__20240620T000000Z.mseed
OX,APGO,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.APGO..EHN__20240619T000000Z__20240620T000000Z.mseed
OX,APGO,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.APGO..EHZ__20240619T000000Z__20240620T000000Z.mseed
OX,BUA,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.BUA..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,SON,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SON..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,VALS,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VALS..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,BUA,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.BUA..EHN__20240619T000000Z__20240620T000000Z.mseed
OX,BUA,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.BUA..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,SON,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SON..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,VALS,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VALS..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,CEKR,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CEKR..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,SPI,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SPI..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,CEKR,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CEKR..EHN__20240619T000000Z__20240620T000000Z.mseed
IT,VALS,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VALS..HNZ__20240619T000000Z__20240620T000000Z.mseed
OX,CEKR,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CEKR..EHZ__20240619T000000Z__20240620T000000Z.mseed
OX,COLI,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.COLI..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,SPI,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SPI..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,VAV,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VAV..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,COLI,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.COLI..EHN__20240619T000000Z__20240620T000000Z.mseed
IT,SPI,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SPI..HNZ__20240619T000000Z__20240620T000000Z.mseed
OX,COLI,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.COLI..EHZ__20240619T000000Z__20240620T000000Z.mseed
OX,CSM,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CSM..HHE__20240619T000000Z__20240620T000000Z.mseed
IT,SPP,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SPP..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,CSM,,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CSM..HHN__20240619T000000Z__20240620T000000Z.mseed
OX,CSM,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CSM..HHZ__20240619T000000Z__20240620T000000Z.mseed
IT,SPP,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SPP..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,VAV,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VAV..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,CSO,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CSO..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,SPP,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SPP..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,VAV,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VAV..HNZ__20240619T000000Z__20240620T000000Z.mseed
OX,CSO,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CSO..EHN__20240619T000000Z__20240620T000000Z.mseed
OX,CSO,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.CSO..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,SUZR,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SUZR..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,VCNZ,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VCNZ..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,GAVI,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.GAVI..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,VCNZ,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VCNZ..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,GAVI,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.GAVI..EHN__20240619T000000Z__20240620T000000Z.mseed
IT,VCNZ,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VCNZ..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,SUZR,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SUZR..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,GAVI,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.GAVI..EHZ__20240619T000000Z__20240620T000000Z.mseed
OX,GAZZ,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.GAZZ..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,VDB,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VDB..HGE__20240619T000000Z__20240620T000000Z.mseed
OX,GAZZ,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.GAZZ..EHN__20240619T000000Z__20240620T000000Z.mseed
IT,SUZR,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.SUZR..HNZ__20240619T000000Z__20240620T000000Z.mseed
OX,GAZZ,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.GAZZ..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,VDB,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VDB..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,TGG,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TGG..HGE__20240619T000000Z__20240620T000000Z.mseed
OX,IESO,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.IESO..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,TGG,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TGG..HGN__20240619T000000Z__20240620T000000Z.mseed
OX,IESO,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.IESO..EHN__20240619T000000Z__20240620T000000Z.mseed
IT,VDB,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VDB..HGZ__20240619T000000Z__20240620T000000Z.mseed
OX,IESO,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.IESO..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,TGG,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TGG..HGZ__20240619T000000Z__20240620T000000Z.mseed
OX,LSR,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.LSR..EHE__20240619T000000Z__20240620T000000Z.mseed
IT,VRNA,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VRNA..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,LSR,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.LSR..EHN__20240619T000000Z__20240620T000000Z.mseed
OX,LSR,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.LSR..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,TLM2,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.TLM2..HGE__20240619T000000Z__20240620T000000Z.mseed
OX,MGBU,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.MGBU..HHE__20240619T000000Z__20240620T000000Z.mseed
IT,VRNA,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VRNA..HNN__20240619T000000Z__20240620T000000Z.mseed
RF,CESC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.CESC..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,MGBU,,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.MGBU..HHN__20240619T000000Z__20240620T000000Z.mseed
OX,MGBU,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.MGBU..HHZ__20240619T000000Z__20240620T000000Z.mseed
IT,VRNA,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.VRNA..HNZ__20240619T000000Z__20240620T000000Z.mseed
RF,CESC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.CESC..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,MTLO,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.MTLO..HHE__20240619T000000Z__20240620T000000Z.mseed
IT,ZPG,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ZPG..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,MTLO,,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.MTLO..HHN__20240619T000000Z__20240620T000000Z.mseed
RF,CESC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.CESC..HNZ__20240619T000000Z__20240620T000000Z.mseed
OX,MTLO,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.MTLO..HHZ__20240619T000000Z__20240620T000000Z.mseed
IT,ZPG,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ZPG..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,STIN,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.STIN..HNE__20240619T000000Z__20240620T000000Z.mseed
RF,GEDE,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GEDE..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,ZPG,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ZPG..HNZ__20240619T000000Z__20240620T000000Z.mseed
RF,GEDE,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GEDE..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,STIN,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.STIN..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,STIN,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.STIN..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,ZPP,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ZPP..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,TLI,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.TLI..EHE__20240619T000000Z__20240620T000000Z.mseed
RF,GEDE,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GEDE..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,ZPP,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ZPP..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,TLI,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.TLI..EHN__20240619T000000Z__20240620T000000Z.mseed
RF,GESC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GESC..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,TLI,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.TLI..EHZ__20240619T000000Z__20240620T000000Z.mseed
IT,ZPP,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ZPP..HNZ__20240619T000000Z__20240620T000000Z.mseed
OX,TRES,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.TRES..EHE__20240619T000000Z__20240620T000000Z.mseed
RF,GESC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GESC..HNN__20240619T000000Z__20240620T000000Z.mseed
IV,CTL8,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IV.CTL8..HHE__20240619T000000Z__20240620T000000Z.mseed
OX,TRES,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.TRES..EHN__20240619T000000Z__20240620T000000Z.mseed
RF,GESC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GESC..HNZ__20240619T000000Z__20240620T000000Z.mseed
IV,CTL8,,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IV.CTL8..HHN__20240619T000000Z__20240620T000000Z.mseed
OX,TRES,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.TRES..EHZ__20240619T000000Z__20240620T000000Z.mseed
RF,GORI,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GORI..HNE__20240619T000000Z__20240620T000000Z.mseed
OX,ZOU,,EHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.ZOU..EHE__20240619T000000Z__20240620T000000Z.mseed
IV,CTL8,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IV.CTL8..HHZ__20240619T000000Z__20240620T000000Z.mseed
OX,ZOU,,EHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.ZOU..EHN__20240619T000000Z__20240620T000000Z.mseed
RF,GORI,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GORI..HNN__20240619T000000Z__20240620T000000Z.mseed
OX,ZOU,,EHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/OX.ZOU..EHZ__20240619T000000Z__20240620T000000Z.mseed
RF,STOL,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.STOL..HNN__20240619T000000Z__20240620T000000Z.mseed
RF,GORI,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.GORI..HNZ__20240619T000000Z__20240620T000000Z.mseed
RF,CARC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.CARC..HNE__20240619T000000Z__20240620T000000Z.mseed
RF,STOL,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.STOL..HNZ__20240619T000000Z__20240620T000000Z.mseed
RF,MASA,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.MASA..HNE__20240619T000000Z__20240620T000000Z.mseed
RF,CARC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.CARC..HNN__20240619T000000Z__20240620T000000Z.mseed
RF,MASA,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.MASA..HNN__20240619T000000Z__20240620T000000Z.mseed
RF,CARC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/RF.CARC..HNZ__20240619T000000Z__20240620T000000Z.mseed
