idx_in_group,time,latitude,longitude,depth,azimuthal_gap,min_distance,vertical_uncertainty,number_picks,number_picks_nll,std_nll,max_horizontal_uncertainty,min_horizontal_uncertainty,group,magnitude,gamma_sigma_time,gamma_sigma_amp,gamma_cov_time_amp,gamma_score,number_p_picks,number_s_picks,number_p_and_s_picks,ML,ML_median,ML_unc,ML_stations,idx
26,2024-03-31 04:38:55.176132+00:00,45.667151,10.736786,2.813672,112.12,3.28468,2.2835237463183953,10,10,0.116929,1.96718,0.696448,2024-03-31,999,0.08814088028973255,0,0,10.0,5,5,5,0.4874233429542497,0.5095449622931232,0.1206921836413046,5,200
7,2024-03-31 04:39:19.104442+00:00,45.666848,10.735578,3.273047,110.598,3.2416,2.2316507791318965,10,10,0.112629,1.86764,0.743496,2024-03-31,999,0.0928197940389826,0,0,10.0,5,5,5,0.4052554618604434,0.423314709503406,0.123996309200218,5,201
27,2024-03-31 04:47:26.166864+00:00,45.667144,10.737386,2.316016,113.045,3.28972,2.552989757127905,8,8,0.120825,1.46816,0.73224,2024-03-31,999,0.08803716391337917,0,0,8.0,4,4,4,0.12512676817904742,0.06880397418764927,0.12680681826834442,4,202
31,2024-03-31 06:50:11.270018+00:00,46.330661,13.214061,4.555469,125.468,9.00163,3.4748948904966896,14,14,0.137155,1.42321,0.593411,2024-03-31,999,0.2380968987570024,0,0,14.0,7,7,7,0.2888495466818834,0.2758028083402575,0.052790760803554056,6,203
23,2024-03-31 09:14:34.866585+00:00,44.672982,10.182235,23.121875,201.057,14.466,10.261229945771609,6,6,0.103535,8.90755,4.37,2024-03-31,999,0.09653533680429036,0,0,6.0,3,3,3,2.4280476196996306,2.4459425443011336,0.06406252375789152,3,204
14,2024-03-31 10:20:54.258514+00:00,46.363258,12.805459,10.393359,66.1087,8.46195,1.5121705823087552,69,69,0.255623,0.658221,0.632334,2024-03-31,999,0.3623135713548209,0,0,72.0,35,34,34,1.1918555489434708,1.1879856983348174,0.04736675855201836,33,205
29,2024-03-31 11:49:43.918470+00:00,46.059394,14.599013,11.446094,84.0151,5.78828,2.357410634573451,31,31,0.393624,1.67388,1.34344,2024-03-31,999,0.26209610875989175,0,0,30.973251019057994,18,13,13,1.237849936325357,1.2160301911706153,0.04972673745773106,10,206
18,2024-03-31 12:05:29.947310+00:00,46.350823,12.804404,7.847656,89.7557,9.62918,2.8447301629504333,21,21,0.242877,1.08252,1.02023,2024-03-31,999,0.3119194228843131,0,0,20.989412592783726,11,10,10,0.6728034358014756,0.6727778177169406,0.07413695472518383,9,207
21,2024-03-31 12:38:51.124091+00:00,45.803287,14.363614,5.933594,124.922,8.57033,4.668189809765665,10,10,0.195745,1.8037,0.920316,2024-03-31,999,0.2574166422474421,0,0,10.0,5,5,5,0.6452725302790601,0.6010540141546077,0.11609643736145112,5,208
10,2024-03-31 19:59:09.320355+00:00,46.584756,10.372827,1.167578,115.079,5.54221,2.633446031343722,8,8,0.0962064,1.06012,0.855636,2024-03-31,999,0.07865865668664285,0,0,8.0,4,4,4,0.3535346271035569,0.31047344007019406,0.23207495290508753,4,209
30,2024-03-31 21:16:47.693407+00:00,46.56436,12.389471,5.895313,136.825,16.9029,8.312753334485512,8,8,0.245247,16.3793,2.9579,2024-03-31,999,0.13557322249078002,0,0,8.0,4,4,4,0.489674826127136,0.423090001459148,0.1222835351071394,4,210
5,2024-03-31 21:19:49.900540+00:00,44.645289,10.167753,24.959375,195.731,13.6505,10.221229231359601,6,6,0.0980509,9.57473,4.63642,2024-03-31,999,0.08168650751709769,0,0,6.0,3,3,3,2.0413384025697447,2.018463186975075,0.06398350124477778,3,211
3,2024-03-31 22:00:47.383605+00:00,44.637006,10.180634,17.379688,104.717,12.3074,7.782913400520399,12,12,0.473725,3.99694,2.53418,2024-03-31,999,0.5461604938537118,0,0,13.0,7,5,5,2.4442609853734827,2.5598973765171373,0.2565343378892855,5,212
22,2024-03-31 23:11:36.418029+00:00,45.739675,11.017092,6.852344,65.2692,13.1755,4.2745702357079125,22,22,0.38051,1.141,0.900247,2024-03-31,999,0.19438738290814225,0,0,22.0,11,11,11,0.5585964845043422,0.5748508274718451,0.06177589405965927,11,213
28,2024-03-31 23:14:28.570383+00:00,46.415545,12.926716,6.450391,78.6135,2.56132,1.6194921117436787,11,11,0.121609,1.05276,0.750145,2024-03-31,999,0.07825092729546881,0,0,11.0,5,6,5,0.2264871013739589,0.2721472147934769,0.1393402086447083,4,214
4,2024-04-01 03:36:52.474546+00:00,44.670807,10.120834,21.284375,122.737,18.4059,15.65161892584917,8,8,0.297139,15.8768,7.3143,2024-04-01,999,0.5114375908870473,0,0,8.0,5,3,3,2.5153658259696963,2.5153658259696963,0.06841471517241393,2,215
2,2024-04-01 04:01:58.356406+00:00,46.353001,12.81092,8.134766,108.278,9.68582,2.4528044357428906,26,26,0.198595,0.852505,0.71678,2024-04-01,999,0.2854761792512718,0,0,26.0,14,12,12,0.8500898440926004,0.8471251199972516,0.04279290095936093,12,216
1,2024-04-01 11:23:52.427077+00:00,46.343961,13.475169,10.297656,134.443,9.47114,3.2024039876317913,14,14,0.0818904,1.28509,0.724402,2024-04-01,999,0.14747320958260882,0,0,14.0,7,7,7,0.6908679010785594,0.6625930727295193,0.11782886521808254,7,217
3,2024-04-01 11:37:27.255117+00:00,44.672371,10.178687,23.045312,202.22,14.7156,6.75441137331744,7,7,0.174289,5.7206,2.91869,2024-04-01,999,0.13551483624709096,0,0,4.399822806438507,4,3,3,2.8963799309351868,2.905785887398986,0.07652864148207343,3,218
7,2024-04-01 15:07:56.076752+00:00,46.354226,12.812211,10.316797,52.8408,8.58613,1.4804031342847122,97,97,0.325081,0.660627,0.578824,2024-04-01,999,0.4711720949480213,0,0,100.31515377506423,53,44,43,1.6683174811507395,1.7185262903233811,0.04903806883168037,42,219
6,2024-04-01 20:07:22.134509+00:00,45.712265,14.216247,16.575781,72.6655,16.3082,3.5834454091000185,31,31,0.338026,1.49923,1.284,2024-04-01,999,0.4278322004369584,0,0,31.0,15,16,14,0.9381737364346111,0.9702512265834848,0.030958614960346388,11,220
5,2024-04-01 20:49:01.956300+00:00,46.342702,13.475078,10.374219,134.542,9.49259,3.7616023181617697,16,16,0.14939,1.29149,0.872717,2024-04-01,999,0.199503471699353,0,0,15.919406478807874,8,8,8,0.6756081273759659,0.697271539873961,0.08502597703829239,6,221
0,2024-04-01 21:37:43.380185+00:00,47.152536,11.105588,1.454688,197.139,10.8724,5.621189491557814,6,6,0.195114,9.94261,4.66802,2024-04-01,999,0.06937810489892018,0,0,6.0,3,3,3,0.12487812546063748,0.12487812546063748,0.19923153285261175,2,222
11,2024-04-02 06:21:57.931292+00:00,46.653798,9.635721,3.292187,165.925,9.47203,7.148347221561079,8,8,0.436951,7.02993,3.02897,2024-04-02,999,0.11463429159465649,0,0,8.0,4,4,4,0.16406202569864256,0.14083853113492584,0.049021667341387284,3,223
4,2024-04-02 07:19:10.692539+00:00,45.631762,14.239485,8.153906,105.413,15.9958,6.066524622879231,11,11,0.213549,1.3601,1.20452,2024-04-02,999,0.1177390555555931,0,0,11.0,5,6,5,0.3933062703351891,0.3339168906455454,0.06912235697503107,4,224
9,2024-04-02 08:46:25.759205+00:00,45.738743,14.085584,0.076563,159.904,17.296,10.111628849992467,7,7,0.110241,2.82671,1.75713,2024-04-02,999,0.1997264797762422,0,0,7.0,3,4,3,0.35054376110522023,0.3433282990248361,0.09446940788838405,3,225
3,2024-04-02 10:22:53.090688+00:00,45.941941,14.309362,7.464844,107.873,10.4432,4.936414700974788,14,14,0.224033,1.44029,0.910804,2024-04-02,999,0.45269410809825467,0,0,14.0,8,6,6,1.030583178433882,1.0572661732821138,0.059413659224660825,6,226
15,2024-04-02 10:50:46.803203+00:00,46.277008,13.257488,8.938672,91.0457,2.95912,1.6643735337958243,34,34,0.183282,1.01316,0.530962,2024-04-02,999,0.2282460825970176,0,0,34.0,18,16,16,1.1131077750960885,1.0885140035836085,0.09084183386011391,16,227
10,2024-04-02 11:57:36.923192+00:00,46.464266,13.540901,3.119922,154.291,1.60821,1.8605136226322019,17,17,0.174759,1.18561,0.699854,2024-04-02,999,0.323370229287637,0,0,17.0,9,8,8,0.7422103005171641,0.7160346532745927,0.1004244037054784,8,228
2,2024-04-02 16:47:13.182762+00:00,45.930041,12.325556,10.680469,176.691,12.1907,4.716939622255091,16,16,0.22445,1.96319,1.06419,2024-04-02,999,0.36122043074962434,0,0,16.0,8,8,8,0.9034271642843256,0.8456694676972506,0.049388921079341036,8,229
6,2024-04-02 17:42:00.897353+00:00,46.485215,13.118522,6.239844,97.726,7.46258,5.517357827801274,9,9,0.221532,1.64599,1.23441,2024-04-02,999,0.12295129152686143,0,0,9.0,4,5,3,0.42503762345858026,0.4908112247560903,0.1544625717773596,3,230
12,2024-04-02 20:59:50.480303+00:00,46.151883,13.942334,9.149219,94.1348,13.978,6.106080002751355,10,10,0.136924,1.30037,1.06633,2024-04-02,999,0.09340411069458879,0,0,10.0,5,5,5,0.14670666485241016,0.19608934816680557,0.0706100506067621,5,231
3,2024-04-03 04:24:47.452968+00:00,46.352744,12.825194,7.311719,102.43,12.3684,3.7231364734589034,14,14,0.163055,1.11135,0.759779,2024-04-03,999,0.1636214239663578,0,0,14.0,7,7,7,0.410836037801589,0.4669762848743959,0.10451257658290895,7,232
2,2024-04-03 04:29:43.952994+00:00,45.994813,14.721746,3.828125,177.923,22.626,8.65357504156519,6,6,0.320396,16.7403,9.88955,2024-04-03,999,0.07382892168528207,0,0,6.0,3,3,3,0.14165459599047292,0.14165459599047292,0.14152972889663484,2,233
0,2024-04-03 07:01:45.972846+00:00,46.62312,9.82628,0.842187,185.02,5.99386,7.677748563218256,6,6,0.252971,11.816,4.04962,2024-04-03,999,0.017716087487475298,0,0,6.0,3,3,3,-0.07314964468122187,-0.07314964468122187,0.016775547917299738,2,234
4,2024-04-03 07:46:38.631855+00:00,46.063158,14.973795,9.110938,175.139,1.86657,5.56294392385902,6,6,0.0945652,5.92133,3.01937,2024-04-03,999,0.0822893850674353,0,0,6.0,3,3,3,0.20280224763172083,0.20280224763172083,0.11351624814650907,2,235
6,2024-04-03 21:14:18.193733+00:00,46.253074,13.721081,6.928906,101.109,3.03314,1.9609975522677228,18,18,0.160762,1.17917,0.921368,2024-04-03,999,0.329002681866298,0,0,18.0,9,9,9,0.399294172969615,0.46951046149938214,0.12735567544154194,8,236
5,2024-04-04 01:11:40.770341+00:00,46.010986,14.258551,6.699219,118.953,7.76472,5.042524060428468,10,10,0.162979,1.82142,0.974203,2024-04-04,999,0.13372275044520068,0,0,10.0,5,5,5,-0.026655562319927384,-0.030523589996722444,0.029556902424803574,4,237
10,2024-04-04 06:04:09.076149+00:00,46.363286,13.161539,2.105469,135.679,15.0784,7.279245702681013,8,8,0.0488191,1.34584,1.18037,2024-04-04,999,0.04180574427651139,0,0,8.0,5,3,3,0.0718882575837082,0.0718882575837082,0.0032420264467102333,2,238
15,2024-04-04 07:38:31.384766+00:00,46.161448,12.459782,9.302344,165.456,7.56031,4.727487281844342,8,8,0.0969547,2.00716,1.13454,2024-04-04,999,0.3963521179119694,0,0,9.0,4,4,4,0.9196238423614886,0.9343497072496066,0.10272155728577953,4,239
3,2024-04-04 08:27:24.680547+00:00,45.799699,14.321763,7.885938,94.5226,10.4005,3.8453951812525067,14,14,0.185551,1.21763,1.08058,2024-04-04,999,0.46676038560345384,0,0,13.928133201933013,7,7,7,0.9883929148507117,0.942497624694284,0.14539366734803383,7,240
9,2024-04-04 09:47:30.015872+00:00,46.598051,13.563985,8.498437,154.712,6.73385,3.0919619014470405,17,17,0.156421,4.21153,1.98365,2024-04-04,999,0.08576468455474544,0,0,17.0,8,9,8,0.981738222883639,0.9480098440263518,0.08710182681824902,8,241
6,2024-04-04 10:59:45.902572+00:00,46.049464,13.661977,6.852344,93.4808,7.2363,4.1155714548528985,38,38,0.382466,1.38962,1.06335,2024-04-04,999,0.6279878392809893,0,0,38.98302685400162,21,17,17,1.1914100528596911,1.1349872464872763,0.06958861079443952,17,242
16,2024-04-04 11:28:10.486248+00:00,47.199061,12.471956,1.071875,225.354,50.3371,5.086067940953994,106,106,0.813724,4.06835,2.64136,2024-04-04,999,0.7316934864538709,0,0,137.77201579457235,64,42,29,2.755626021639114,2.7560484986927962,0.048004345270294076,28,243
4,2024-04-04 19:44:20.941527+00:00,45.123952,14.769958,0.153125,299.089,45.4548,10.484305890234221,14,14,0.55985,7.62222,6.0676,2024-04-04,999,0.5999222722051564,0,0,15.990468753159043,10,4,4,1.1306699701244214,1.1217974240873314,0.012563008767038104,3,244
14,2024-04-04 21:12:36.641948+00:00,45.944868,12.221897,10.335937,195.531,10.2044,5.678194290441284,12,12,0.240509,3.77761,1.33825,2024-04-04,999,0.28471226764263036,0,0,12.0,6,6,6,0.5816019077012338,0.5487289141997029,0.08760417400950428,6,245
12,2024-04-04 21:20:37.981135+00:00,46.695721,10.179744,7.158594,69.9759,6.27999,2.135593594296443,31,31,0.345113,1.22585,0.897996,2024-04-04,999,0.29762501964573645,0,0,30.921394067858074,18,13,13,1.218359690586794,1.298078654475862,0.10672247969899366,13,246
1,2024-04-04 22:47:13.384863+00:00,46.086162,14.272288,12.594531,68.8543,1.0462,2.3393048540111225,35,35,0.300347,1.27342,0.950143,2024-04-04,999,0.3035949733143846,0,0,34.921620824610514,18,17,16,0.684610982747202,0.682345582972022,0.0855312248767707,15,247
7,2024-04-04 23:13:02.405240+00:00,46.096304,14.578213,8.996094,111.721,7.03244,3.0824657500124797,15,15,0.364816,2.45534,1.22105,2024-04-04,999,0.3248366669239572,0,0,14.66870446022769,7,8,7,0.21891800857012628,0.10879562323663095,0.1265881796430935,7,248
0,2024-04-05 00:31:43.626513+00:00,46.05733,14.837128,9.302344,136.95,11.6185,4.20087100492267,19,19,0.375057,2.79943,1.58094,2024-04-05,999,0.37255891261032154,0,0,19.0,10,9,9,0.47130220724912864,0.43138163903731996,0.0711333227275863,8,249
6,2024-04-05 04:15:35.436430+00:00,47.203588,12.491976,5.359375,266.634,50.7707,10.6468142653096,35,35,0.580866,7.42832,5.12828,2024-04-05,999,0.43858540551766434,0,0,35.981148498394155,16,19,15,1.4341062013988892,1.463196339582531,0.055815814994002996,14,250
5,2024-04-05 07:50:01.759363+00:00,46.362659,12.8261,6.718359,99.272,9.55732,2.76051132944605,29,29,0.209444,0.736948,0.604566,2024-04-05,999,0.286943786537327,0,0,28.687713378671056,15,14,14,0.6211412386501017,0.6217406726230099,0.06437685707061241,14,251
8,2024-04-05 07:58:47.381622+00:00,45.583199,13.907968,8.613281,199.168,9.26779,3.718876954135482,18,18,0.164294,3.33134,1.12119,2024-04-05,999,0.32791568947606836,0,0,18.0,10,8,8,0.8049352344690284,0.7852441120751688,0.08494814460442268,8,252
1,2024-04-05 11:13:34.228584+00:00,45.590586,10.319203,0.535938,216.918,3.07732,7.900204047997748,6,6,0.126702,8.08655,5.00752,2024-04-05,999,0.14776053060496253,0,0,6.0,3,3,3,0.9397804173163964,0.882323403195532,0.1181732509917708,3,253
12,2024-04-05 12:28:31.817940+00:00,46.355066,12.81591,10.546484,29.749,8.30369,1.3585430872813713,140,140,0.407638,0.602654,0.566431,2024-04-05,999,0.5247544190553555,0,0,155.74017138515651,86,54,53,3.262966360713588,3.2923887091089115,0.03879857670778746,53,254
11,2024-04-05 12:35:30.269760+00:00,46.352843,12.816383,10.087109,63.496,8.43041,1.6932089563902029,61,61,0.285484,0.698638,0.638277,2024-04-05,999,0.369338495565464,0,0,61.0,31,30,30,1.2227777969090665,1.2674109365605861,0.04946244144199402,29,255
7,2024-04-05 13:04:34.960445+00:00,46.30269,13.306329,9.876563,199.57,5.55071,5.845176934875453,6,6,0.0339836,9.74161,1.72479,2024-04-05,999,0.06154825322993473,0,0,6.0,3,3,3,0.4619646394877906,0.39465193638703844,0.09975238681047284,3,256
4,2024-04-05 18:06:43.778782+00:00,46.319491,12.818315,4.325781,150.19,9.606,4.3458262735640965,10,10,0.0783045,4.90319,0.758518,2024-04-05,999,0.10936641677197799,0,0,10.0,5,5,5,0.02249148893327002,0.053849830114454544,0.08277176654125647,4,257
13,2024-04-06 00:36:31.628644+00:00,46.356815,12.82088,7.024609,103.233,9.79062,2.642752409893897,23,23,0.17736,0.925098,0.603366,2024-04-06,999,0.1641855822097005,0,0,23.0,12,11,11,0.34663444657449516,0.3781260957825384,0.0621202181997863,10,258
5,2024-04-06 01:37:00.531955+00:00,46.471778,12.893076,4.306641,146.718,1.88294,1.9920731412275001,8,8,0.104486,1.77456,1.08554,2024-04-06,999,0.0729999435860171,0,0,8.0,4,4,4,0.10303335788163542,0.09798397371259104,0.13220957770779385,4,259
7,2024-04-06 02:24:04.220267+00:00,45.872782,10.10997,15.465625,301.867,27.501,8.107143516677128,16,16,0.230463,4.27474,3.46973,2024-04-06,999,0.2583608202589316,0,0,16.0,8,8,8,0.8722145185578325,0.9078334344325817,0.0864495481670091,8,260
0,2024-04-06 05:41:43.546006+00:00,46.351179,12.819323,1.894922,123.536,10.2192,3.815490414088338,10,10,0.058071,0.782843,0.496768,2024-04-06,999,0.07888985839006064,0,0,10.0,5,5,5,-0.038642303949974144,-0.03589251653028036,0.019502528474083312,3,261
9,2024-04-06 08:05:31.366164+00:00,46.438145,12.993297,8.823828,88.4553,2.73085,1.6820497822597285,18,18,0.189004,0.93216,0.841609,2024-04-06,999,0.11635934751334169,0,0,18.0,9,9,9,0.3775094798444937,0.3986835369789268,0.10902716206873489,9,262
6,2024-04-06 08:41:25.334055+00:00,46.064684,14.196635,2.641406,137.589,5.31866,2.855072801173378,10,10,0.139069,1.56919,1.21827,2024-04-06,999,0.5551046008266034,0,0,9.847973728467416,5,5,4,0.484209656566138,0.49243041893742934,0.06391961965923376,3,263
4,2024-04-06 11:13:48.074445+00:00,46.249739,12.872364,2.488281,354.673,1.17709,1.6504241242783626,6,6,0.0387053,3.04061,1.01199,2024-04-06,999,0.022409306238843265,0,0,6.0,3,3,3,0.09256714301538504,0.09256714301538504,0.20157474953705512,2,264
14,2024-04-06 11:35:57.461957+00:00,45.325832,14.492616,9.034375,256.067,24.1392,7.256563649552038,16,16,0.399572,5.56179,2.64285,2024-04-06,999,0.47429961015819544,0,0,17.0,10,6,5,0.8619362945774265,0.8585505585421163,0.018413919612031034,3,265
10,2024-04-06 13:07:47.352476+00:00,46.251772,12.867633,2.564844,183.038,1.58725,1.6932381433218424,8,8,0.0528253,3.15695,0.522594,2024-04-06,999,0.10539850921292923,0,0,8.0,4,4,4,0.72852482486316,0.7029842402027193,0.17536243205150964,4,266
1,2024-04-06 14:58:25.773291+00:00,46.347745,13.212788,6.469531,168.084,9.35941,3.526863606662441,13,13,0.159964,1.08816,0.774591,2024-04-06,999,0.11530980812886178,0,0,13.0,6,7,6,0.41384595914263783,0.3516941417606658,0.09986951026099868,6,267
8,2024-04-06 17:36:53.635958+00:00,45.587761,10.054103,31.696875,296.814,20.2041,6.800583945515267,25,25,0.250932,5.45776,4.95672,2024-04-06,999,0.46977783857700095,0,0,24.97878991100478,13,12,12,1.3351956693447566,1.3042854917823268,0.10931702294667296,9,268
11,2024-04-06 18:25:19.292806+00:00,46.360128,12.831723,4.708594,96.5161,10.0587,3.7838710337430896,20,20,0.143918,0.702548,0.582793,2024-04-06,999,0.2689523680000939,0,0,20.0,10,10,10,0.5682847064693997,0.5997919533618963,0.07098048864605337,10,269
8,2024-04-07 00:11:40.997512+00:00,44.664507,10.118407,24.19375,221.989,18.9645,8.232489416938233,7,7,0.166015,6.44408,5.94598,2024-04-07,999,0.14152719318482146,0,0,7.0,4,3,3,2.10359471354768,2.10359471354768,0.06391115907500122,2,270
6,2024-04-07 00:40:26.252702+00:00,46.068463,14.265314,10.948437,136.169,1.39748,3.839157029869969,10,10,0.223675,2.67692,2.21403,2024-04-07,999,0.2955761813700872,0,0,10.0,5,5,4,-0.03197713712545417,-0.02483032165248078,0.016972639105684723,3,271
9,2024-04-07 03:07:46.536018+00:00,45.631278,14.451311,14.929688,143.526,12.1109,7.400799483839567,8,8,0.217918,4.90922,2.4163,2024-04-07,999,0.15886899041230415,0,0,8.0,4,4,4,-0.33931557296183645,-0.33931557296183645,0.02488571939980777,2,272
19,2024-04-07 03:10:08.275083+00:00,45.622481,14.47934,8.804688,130.48,13.0627,8.302449216947972,6,6,0.0646301,4.36457,3.9491,2024-04-07,999,0.045469435762821954,0,0,6.0,3,3,3,-0.1718677254386436,-0.1718677254386436,,1,273
23,2024-04-07 03:10:32.958157+00:00,45.628734,14.444485,15.427344,93.2643,12.2953,3.6611390986959234,16,16,0.319472,1.75913,1.60738,2024-04-07,999,0.2432611134792898,0,0,16.0,9,7,7,0.6689423034269942,0.6385415793905027,0.06869582203399656,7,274
22,2024-04-07 03:11:00.311945+00:00,45.628526,14.449268,14.202344,94.6724,12.3836,3.8802854147601047,14,14,0.308448,1.77468,1.54445,2024-04-07,999,0.4748202030334554,0,0,16.0,7,7,7,0.3974768767769806,0.3498603162206104,0.06314004264967889,5,275
13,2024-04-07 03:11:34.207784+00:00,45.626166,14.445459,14.891406,94.5988,12.0664,4.057001404978805,10,10,0.230862,1.88715,1.73253,2024-04-07,999,0.13081583043001682,0,0,10.0,5,5,4,0.03469927510640147,0.036767245487536515,0.0843017760553536,4,276
5,2024-04-07 03:12:09.113031+00:00,45.623524,14.455428,12.479687,121.75,12.155,7.5405221967712555,7,7,0.130035,3.12071,2.57707,2024-04-07,999,0.01465827283133786,0,0,7.0,3,4,3,-0.2388252888574461,-0.23319721557090523,0.016751919385816275,3,277
25,2024-04-07 03:27:54.278555+00:00,46.356343,12.815379,9.589453,30.1363,8.24926,1.4107369350803856,151,151,0.455321,0.598336,0.579934,2024-04-07,999,0.5713325255967366,0,0,166.61621628445732,98,53,51,2.3061741192493197,2.3718692204423157,0.03718829201973425,51,278
1,2024-04-07 03:34:33.095851+00:00,46.323087,11.117609,11.560937,100.032,10.3238,4.46835646518941,17,17,0.508048,2.53864,1.46456,2024-04-07,999,0.29917739083577544,0,0,17.0,9,8,7,0.5431104398605567,0.5061413130402446,0.13210518390561876,7,279
16,2024-04-07 04:38:49.687595+00:00,46.291435,13.303118,10.182812,252.453,4.29648,4.807083388084712,6,6,0.0358397,6.27513,2.18561,2024-04-07,999,0.018965653077952935,0,0,6.0,3,3,3,-0.12371545688782071,-0.12371545688782071,0.08459970205651235,2,280
24,2024-04-07 05:44:00.491835+00:00,46.685398,12.576393,10.144531,129.33,8.46258,2.797431268145832,78,78,0.444576,1.73161,1.26106,2024-04-07,999,0.39948422392487426,0,0,82.0,47,31,29,1.470667569726561,1.4094191796232916,0.05349930918303747,28,281
10,2024-04-07 07:03:53.910678+00:00,46.029953,14.181595,6.239844,76.2368,8.37207,3.9653851137058553,16,16,0.310501,1.31033,1.04509,2024-04-07,999,0.31623743877631993,0,0,16.936367626641054,9,7,7,0.6627757606966531,0.6831932624927968,0.14340528821517648,7,282
0,2024-04-07 07:39:26.759394+00:00,46.360233,12.99714,4.172656,159.704,9.02353,4.925812775573184,8,8,0.0592386,1.25086,0.769602,2024-04-07,999,0.05371831365952701,0,0,8.0,4,4,4,0.039593398467018814,0.024559237048859428,0.04363601383288855,4,283
11,2024-04-07 07:44:44.474054+00:00,46.089128,14.123673,9.685156,67.7512,10.7032,4.531403943591875,15,15,0.193857,1.24223,1.15717,2024-04-07,999,0.4550027235160001,0,0,16.0,9,6,6,0.4342665412105224,0.3511289365593987,0.1706857274291143,6,284
14,2024-04-07 09:02:47.280508+00:00,46.357034,12.818765,5.129687,104.5,9.67105,4.192303793858455,14,14,0.146472,0.959319,0.712679,2024-04-07,999,0.1644070227834695,0,0,14.0,7,7,7,0.2752669080331458,0.2896439427319035,0.0855047057762317,7,285
4,2024-04-07 09:26:11.685408+00:00,45.716008,13.852299,9.302344,67.1532,6.91329,5.651617591451141,21,21,0.298158,1.91833,1.22063,2024-04-07,999,0.5058196374513748,0,0,21.0,11,10,10,0.8089432400432836,0.7367037684809108,0.11349416467132287,9,286
15,2024-04-07 11:51:50.547517+00:00,45.826555,11.010417,12.403125,169.135,15.084,7.012464973174554,9,9,0.255146,3.87361,1.55833,2024-04-07,999,0.10534026846331265,0,0,9.0,5,4,4,0.424814642195058,0.43595058348970217,0.13226714005898202,4,287
3,2024-04-07 16:08:07.385963+00:00,46.039076,11.829324,6.239844,101.47,8.48021,4.229657752111866,9,9,0.211583,1.42876,0.938182,2024-04-07,999,0.036002405433747095,0,0,9.0,5,4,4,0.5615112848540437,0.49552224946486334,0.17758183297049498,4,288
21,2024-04-07 16:15:08.719140+00:00,46.295454,12.236799,6.967187,246.59,7.10995,4.695788261836344,8,8,0.146307,6.51576,2.43125,2024-04-07,999,0.06887983508471172,0,0,8.0,4,4,4,0.7431645722336148,0.7142931208202835,0.06007941907670972,4,289
7,2024-04-07 17:49:32.203181+00:00,46.356519,12.809309,10.316797,65.0366,8.6152,1.5949657300393634,68,68,0.289918,0.719516,0.598177,2024-04-07,999,0.37030421312123935,0,0,67.97388628185897,35,33,32,1.1028869139903759,1.1100949873241017,0.046769161019619324,31,290
20,2024-04-07 18:48:31.554159+00:00,46.013334,14.201946,0.650781,172.775,8.79924,5.035799132213278,6,6,0.0932196,5.51465,3.47221,2024-04-07,999,0.03847035075293878,0,0,6.0,3,3,3,-0.3021625645451935,-0.3021625645451935,0.055829821909879174,2,291
2,2024-04-07 22:27:41.816344+00:00,46.663336,9.882777,5.895313,100.27,11.0086,4.9821547246146425,10,10,0.301447,1.63956,1.21764,2024-04-07,999,0.06936228558384884,0,0,10.0,5,5,5,-0.033564313529575784,-0.033564313529575784,0.3092365390703615,2,292
18,2024-04-07 23:40:01.635898+00:00,46.232905,13.821464,5.014844,95.7576,6.56163,3.985435220901225,14,14,0.224089,1.18443,0.90442,2024-04-07,999,0.31349128719864744,0,0,14.0,7,7,7,0.04854241688345273,0.10231801820111697,0.0883932663940637,7,293
12,2024-04-07 23:59:42.934735+00:00,47.352755,10.950608,4.670313,189.607,11.6032,5.8262921485280845,6,6,0.24005,9.12836,4.02967,2024-04-07,999,0.058027157831042564,0,0,6.0,3,3,3,1.412076600997472,1.3453786110678267,0.19551881143910946,3,294
7,2024-04-08 05:19:06.635375+00:00,45.583368,10.39765,10.910156,113.98,7.13998,3.090917096914765,43,43,0.311246,1.49242,1.08922,2024-04-08,999,0.4366213361359756,0,0,44.0,23,20,20,1.5771736991832064,1.6197973985285072,0.062300696761070626,19,295
11,2024-04-08 08:26:27.802465+00:00,44.677546,10.157499,19.982812,212.613,15.6131,5.810235563210841,10,10,0.197825,3.60827,2.61867,2024-04-08,999,0.17880045617959134,0,0,10.0,5,5,5,2.7450028692430934,2.6997919810960793,0.052305884481758894,3,296
9,2024-04-08 09:22:24.406908+00:00,45.798273,14.333077,7.005469,124.0,9.64419,5.513511294991605,8,8,0.118332,3.75385,1.16899,2024-04-08,999,0.45374667543897823,0,0,7.861467451827673,4,4,4,0.8645043099979408,0.8546254912313955,0.15816393322505112,4,297
15,2024-04-08 09:23:02.715171+00:00,45.800262,14.330841,6.316406,123.98,9.9233,4.01340569840628,13,13,0.211977,1.41788,1.03849,2024-04-08,999,0.3515157672128317,0,0,13.0,8,5,5,1.0235745004469445,1.0614439972459875,0.15180085318134523,5,298
3,2024-04-08 09:23:45.727635+00:00,45.798698,14.33793,6.546094,122.766,9.40977,5.341036537976501,9,9,0.124456,2.5862,1.1621,2024-04-08,999,0.4197879717356814,0,0,9.0,5,4,4,1.218501634731623,1.3130682970183176,0.2133926914373124,4,299
